"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_decode[migration_enabled-graceful_shutdown-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"
    End-to-end test for request migration during KV transfer in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_kv_transfer[migration_enabled-worker_failure-completion-unary-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_sglang","",""
"
    Test dynamo deployments with different configurations.
    ","0","test_deployment[aggregated_multimodal_router-2]","tests.serve","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"","0","test_region_routes_weights_and_kv_cache_to_gms","tests.gms.integration","2026-04-08","passed","2026-04-08","","test_gms_sglang_memory_saver","",""
"","1","test_single_token_roundtrip","tests.serve","2026-04-08","passed","2026-04-08","TestDisaggLogprobsSerializationRoundtrip","test_disagg_logprobs_serialization","",""
"Aggregated mode handler calls _extract_multimodal_data normally.","2","test_aggregated_mode_calls_extract_multimodal_data","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestDecodeWorkerMultimodalBranching","test_vllm_worker_handler","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_decode[migration_enabled-graceful_shutdown-chat-unary-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"stream_interval=1: one token per chunk. Baseline that works.","2","test_stream_interval_1","tests.frontend","2026-04-08","passed","2026-04-08","","test_prepost","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","151369","test_request_migration_trtllm_decode[migration_disabled-worker_failure-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","passed","2026-04-08","","test_trtllm","",""
"Disagg config should only accept SGLang-native keys.","8","test_disagg_config_rejects_dynamo_keys","components.src.dynamo.sglang.tests","2026-04-08","passed","2026-04-08","","test_sglang_unit","",""
"Empty image_urls raises ValueError.","0","test_empty_urls_raises_error","components.src.dynamo.trtllm.tests.multimodal","2026-04-08","passed","2026-04-08","TestFetchEmbeddingsFromEncoder","test_trtllm_embedding_fetcher","",""
"
    End-to-end test for prefill worker request migration in disaggregated mode.

    Setup: 1 decode worker + 2 prefill workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","38678","test_request_migration_vllm_prefill[migration_enabled-graceful_shutdown-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"
    End-to-end test for prefill worker request migration in disaggregated mode.

    Setup: 1 decode worker + 2 prefill workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_prefill[migration_enabled-worker_failure-chat-unary-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_sglang","",""
"T2V has no multi_modal_data; I2V attaches image to prompt.","1","test_t2v_no_multi_modal_data_and_i2v_attaches_image","components.src.dynamo.vllm.tests.omni","2026-04-08","passed","2026-04-08","TestI2VEngineInputs","test_omni_handler","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","100635","test_serve_deployment[aggregated]","tests.serve","2026-04-08","passed","2026-04-08","","test_vllm","",""
"Test that explicit num_frames takes priority.","0","test_compute_num_frames_explicit","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestVideoHandlerComputeNumFrames","test_trtllm_video_diffusion","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_decode[migration_disabled-graceful_shutdown-chat-unary-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"Test generate() with url response format calls upload_to_fs.","21","test_url_response_format","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestVideoHandlerResponseFormats","test_trtllm_video_diffusion","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","106366","test_serve_deployment[multimodal_agg_llava]","tests.serve","2026-04-08","passed","2026-04-08","","test_vllm","",""
"","0","test_rejects_link_local_v4","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestIsRoutable","test_vllm_unit","",""
"Mistral tool call with no reasoning.

    The model output is:
        [TOOL_CALLS]search_gutenberg_books{""search_terms"": [""James Joyce""]}
    with no [THINK]...[/THINK] reasoning block.

    The tool parser should extract the tool call correctly, not leak the
    tool-call markup as plain content.
    ","0","test_mistral_tool_call","tests.frontend","2026-04-08","passed","2026-04-08","","test_prepost_mistral","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","53123","test_request_migration_vllm_aggregated[migration_disabled-graceful_shutdown-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-08","passed","2026-04-08","","test_vllm","",""
"
    End-to-end test for prefill worker request migration in disaggregated mode.

    Setup: 1 decode worker + 2 prefill workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_prefill[migration_disabled-worker_failure-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_sglang","",""
"","1","test_usage_has_prompt_and_completion_tokens","components.src.dynamo.vllm.tests.omni","2026-04-08","passed","2026-04-08","TestTextFormatter","test_output_formatter","",""
"","0","test_empty_returns_error","components.src.dynamo.vllm.tests.omni","2026-04-08","passed","2026-04-08","TestAudioFormatterFormat","test_output_formatter","",""
"Test error handling in generate method.","6","test_generate_error_handling","components.src.dynamo.sglang.tests","2026-04-08","passed","2026-04-08","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"","1","test_update_state_plans_load_for_cached","components.src.dynamo.vllm.tests.multimodal_utils","2026-04-08","passed","2026-04-08","TestSchedulerSideLRU","test_vllm_multimodal_embedding_cache_connector","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","64166","test_request_migration_vllm_aggregated[migration_enabled-worker_failure-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","passed","2026-04-08","","test_vllm","",""
"","0","test_multiple_flags","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestParseDynamicFlags","test_dynamic_flags","",""
"","1","test_valid_voice_accepted","components.src.dynamo.vllm.tests.omni","2026-04-08","passed","2026-04-08","TestValidateTtsRequest","test_audio_handler","",""
"
    End-to-end test for request cancellation during prefill phase.

    This test verifies that when a request is cancelled by the client during the prefill phase,
    the system properly handles the cancellation and cleans up resources
    on both the decode and prefill workers in a disaggregated setup.

    Timing (Last Run: 2025-12-09): ~53s total (requires 2 GPUs)
    - Engine initialization: ~23s (decode + prefill workers)
    - Testing cancellation during prefill: ~28s
    - Teardown: ~2s
    ","65506","test_request_cancellation_vllm_prefill_cancel[nats]","tests.fault_tolerance.cancellation","2026-04-08","passed","2026-04-08","","test_vllm","",""
"Test response with video data.","0","test_with_video_data","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestNvVideosResponse","test_trtllm_video_diffusion","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_decode[migration_disabled-graceful_shutdown-chat-unary-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"Test _uses_nixl_connector for direct, nested-in-PdConnector, and absent cases.","0","test_uses_nixl_connector_direct_and_nested","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","","test_vllm_unit","",""
"All strategies fail → RuntimeError with VLLM_NIXL_SIDE_CHANNEL_HOST in message.","0","test_all_fail_raises_runtime_error","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestGetHostIp","test_vllm_unit","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_decode[migration_disabled-worker_failure-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"","0","test_gms_basic_sleep_wake_sglang","tests.gms.integration","2026-04-08","skipped","2026-04-08","","test_gms_sleep_wake","",""
"
    End-to-end test for TRTLLM worker with cuda_graph_config not defined and
    KVBM enabled.

    This test verifies a TRTLLM worker is able to serve requests when
    cuda graphs are not enabled in pytorch. KVBM should be able to offload
    blocks regardless.
    ","67250","test_kvbm_without_cuda_graph_enabled","tests.kvbm_integration","2026-04-08","passed","2026-04-08","","test_cuda_graph","",""
"
    End-to-end test for prefill worker request migration in disaggregated mode.

    Setup: 1 decode worker + 2 prefill workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_prefill[migration_enabled-worker_failure-chat-unary-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_decode[migration_enabled-graceful_shutdown-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"Verify BlockRemoved has expected fields in expected order.","0","test_block_removed_fields","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestVllmKvEventsApi","test_vllm_kv_events_api","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_enabled-worker_failure-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_sglang","",""
"Non-positive FPS must be rejected.","0","test_omni_config_invalid_video_fps[0]","components.src.dynamo.vllm.tests.omni","2026-04-08","passed","2026-04-08","","test_omni_args","",""
"
    End-to-end test for request migration during KV transfer in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_kv_transfer[migration_enabled-graceful_shutdown-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_sglang","",""
"
    End-to-end test for prefill worker request migration in disaggregated mode.

    Setup: 1 decode worker + 2 prefill workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_prefill[migration_disabled-graceful_shutdown-completion-unary-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"Test vLLM use case: filter to vllm: metrics and exclude python_/process_.","1","test_vllm_use_case","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestGetPrometheusExpfmt","test_vllm_prometheus_utils","",""
"","0","test_no_prompt_tokens","components.src.dynamo.vllm.tests.omni","2026-04-08","passed","2026-04-08","TestBuildCompletionUsage","test_output_formatter","",""
"","2","test_get_llm_engine_forwards_backend[pytorch]","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","","test_trtllm_autodeploy","",""
"
    End-to-end test for prefill worker request migration in disaggregated mode.

    Setup: 1 decode worker + 2 prefill workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_prefill[migration_enabled-worker_failure-completion-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"For repeated same two-identical-image request: low first overlap, then increase, then stable.","10040","test_trtllm_mm_overlap_repeated_two_identical_images","tests.mm_router","2026-04-08","passed","2026-04-08","","test_mm_router_e2e","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","13526","test_request_migration_vllm_decode[migration_enabled-graceful_shutdown-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"
    End-to-end test for request cancellation during prefill to decode KV transfer phase.

    This test verifies that when a request is cancelled by the client during the KV transfer phase,
    the system properly handles the cancellation and cleans up resources on the workers.

    Timing (Last Run: 2025-12-09): ~115s total (2 workers at 45% GPU each)
    - Engine initialization: ~92s (frontend: 2s, prefill worker: 45s, decode worker: 45s sequential)
    - Testing KV transfer cancellation: ~20s
    - Teardown: ~3s
    ","110793","test_request_cancellation_trtllm_kv_transfer_cancel[nats]","tests.fault_tolerance.cancellation","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"","0","test_rejects_loopback_v6","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestIsRoutable","test_vllm_unit","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","52021","test_request_migration_vllm_aggregated[migration_disabled-worker_failure-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-08","passed","2026-04-08","","test_vllm","",""
"
    End-to-end test for request migration during KV transfer in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_kv_transfer[migration_enabled-graceful_shutdown-completion-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_sglang","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_enabled-worker_failure-chat-unary-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_sglang","",""
"","0","test_agg_worker[None]","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"Same images but different prompt should produce lower overlap than repeated same prompt.","3675","test_vllm_mm_overlap_same_images_different_prompt_less_than_same_prompt","tests.mm_router","2026-04-08","passed","2026-04-08","","test_vllm_mm_router_e2e","",""
"Verify SamplingParams has the fields projected by vllm_processor.py.

        The processor intersects SamplingParams.__annotations__ with
        ChatCompletionRequest.model_fields to copy user-specified sampling
        fields. If annotations change, the intersection shifts silently.
        ","0","test_sampling_params_annotations_and_output_kind","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestVllmRendererApi","test_vllm_renderer_api","",""
"Test SGLang deployment scenarios using common helpers","45749","test_sglang_deployment[kv_events-2]","tests.serve","2026-04-08","passed","2026-04-08","","test_sglang","",""
"
    Test dynamo deployments with different configurations.
    ","75546","test_deployment[disaggregated_logprobs-2]","tests.serve","2026-04-08","passed","2026-04-08","","test_trtllm","",""
"","0","test_decode[False]","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestCreate","test_vllm_worker_factory","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","0","test_serve_deployment[multimodal_audio_disagg]","tests.serve","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"
    End-to-end test for request migration during KV transfer in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_kv_transfer[migration_enabled-worker_failure-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_sglang","",""
"
    End-to-end test for request migration during KV transfer in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_kv_transfer[migration_disabled-worker_failure-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"
        Test that invalid tensor data is properly rejected by Python decoder.

        This tests the Python-side torch.load() error handling, which
        Rust validation cannot cover (Rust only checks base64 and size).
        ","1405","test_invalid_tensor_data_rejected","tests.frontend","2026-04-08","passed","2026-04-08","TestPromptEmbedsE2E","test_prompt_embeds","",""
"Test that missing model raises validation error.","0","test_required_fields_missing_model","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestNvCreateVideoRequest","test_trtllm_video_diffusion","",""
"Stats task continues after do_log_stats raises.","202","test_periodic_log_stats_handles_exception","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","","test_vllm_engine_monitor_stats","",""
"","0","test_unsupported_fields_raise","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestOverrideSamplingParams","test_trtllm_handler_base","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_disabled-worker_failure-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_sglang","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_enabled-graceful_shutdown-chat-unary-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_sglang","",""
"","1","test_decode_grid_batch_capped","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestBenchmarkGrid","test_vllm_unit","",""
"
    End-to-end test for prefill worker request migration in disaggregated mode.

    Setup: 1 decode worker + 2 prefill workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_prefill[migration_enabled-graceful_shutdown-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"","1","test_unsupported_format_falls_back_to_wav","components.src.dynamo.vllm.tests.omni","2026-04-08","passed","2026-04-08","TestAudioFormatterEncode","test_output_formatter","",""
"Test successful image generation with URL response format.","5","test_generate_success_url_format","components.src.dynamo.sglang.tests","2026-04-08","passed","2026-04-08","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"Test that nvext parameters are passed to the generator.","2","test_generate_with_nvext","components.src.dynamo.sglang.tests","2026-04-08","passed","2026-04-08","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_aggregated[migration_disabled-worker_failure-completion-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"","1","test_raises_on_unsupported_backends[foo]","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestTensorRTLLMEngine","test_trtllm_autodeploy","",""
"
    Test dynamo deployments with different configurations.
    ","71617","test_deployment[aggregated_router-2]","tests.serve","2026-04-08","passed","2026-04-08","","test_trtllm","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_decode[migration_enabled-worker_failure-completion-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"","1","test_delta_text","components.src.dynamo.vllm.tests.omni","2026-04-08","passed","2026-04-08","TestTextFormatter","test_output_formatter","",""
"
    End-to-end test for request migration during KV transfer in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_kv_transfer[migration_disabled-graceful_shutdown-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_sglang","",""
"
    End-to-end test for request migration during KV transfer in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_kv_transfer[migration_disabled-worker_failure-chat-unary-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_sglang","",""
"","0","test_benchmark_config_kwargs_unpack","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestBenchmarkConfig","test_vllm_unit","",""
"Verify DeltaMessage has fields used by StreamingPostProcessor.

        process_output() reads content, reasoning, and tool_calls from
        DeltaMessage objects returned by reasoning/tool parsers. New fields
        in vLLM are acceptable; missing fields break post-processing.
        ","1","test_delta_message_fields","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestVllmRendererApi","test_vllm_renderer_api","",""
"Image request parses prompt, size, and creates diffusion sampling params.","1","test_image_generation","components.src.dynamo.vllm.tests.omni","2026-04-08","passed","2026-04-08","TestBuildEngineInputs","test_omni_handler","",""
"
    End-to-end test for request migration during KV transfer in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","13527","test_request_migration_vllm_kv_transfer[migration_disabled-graceful_shutdown-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"","0","test_nested","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestParseDynamicFlags","test_dynamic_flags","",""
